NewData 2021-11-15 13:29:19.167830
0.07848,-0.30411,9.87867,2021-11-15 13:29:19.516632
0.07848,-0.2943,9.85905,2021-11-15 13:29:19.718883
0.08829,-0.28449,9.86886,2021-11-15 13:29:19.921148
0.0981,-0.30411,9.84924,2021-11-15 13:29:20.123242
0.07848,-0.2943,9.86886,2021-11-15 13:29:20.325320
0.0981,-0.2943,9.84924,2021-11-15 13:29:20.527416
0.07848,-0.30411,9.85905,2021-11-15 13:29:20.729479
0.07848,-0.31392,9.85905,2021-11-15 13:29:20.931539
0.07848,-0.2943,9.89829,2021-11-15 13:29:21.133582
0.07848,-0.31392,9.85905,2021-11-15 13:29:21.335644
0.07848,-0.31392,9.84924,2021-11-15 13:29:21.537707
0.07848,-0.27468,9.85905,2021-11-15 13:29:21.739764
0.11772,-0.30411,9.83943,2021-11-15 13:29:21.941831
0.07848,-0.30411,9.84924,2021-11-15 13:29:22.143906
-0.41202,-0.24525,9.96696,2021-11-15 13:29:22.345971
0.0981,-0.2943,9.80019,2021-11-15 13:29:22.548014
-0.52974,-0.28449,9.86886,2021-11-15 13:29:22.750073
-1.13796,-0.3924,9.75114,2021-11-15 13:29:22.952143
-3.30597,-0.17658,9.30969,2021-11-15 13:29:23.154323
-4.54203,-0.35316,8.75052,2021-11-15 13:29:23.356426
-5.16006,-0.33354,8.36793,2021-11-15 13:29:23.558507
-5.32683,-0.44145,8.28945,2021-11-15 13:29:23.760569
-6.53346,-0.33354,7.48503,2021-11-15 13:29:23.962628
-6.53346,-0.34335,7.38693,2021-11-15 13:29:24.164715
-7.12206,-0.36297,6.69042,2021-11-15 13:29:24.366776
-7.53408,-0.46107,6.23916,2021-11-15 13:29:24.568928
-6.83757,-0.12753,7.12206,2021-11-15 13:29:24.771012
-6.56289,-0.34335,7.36731,2021-11-15 13:29:24.973108
-6.63156,-0.35316,7.26921,2021-11-15 13:29:25.175166
-5.26797,-0.44145,8.50527,2021-11-15 13:29:25.377225
-6.41574,-0.35316,7.47522,2021-11-15 13:29:25.579317
-6.43536,-0.36297,7.47522,2021-11-15 13:29:25.781386
-5.15025,-0.3924,8.50527,2021-11-15 13:29:25.983454
-6.06258,-0.36297,7.78914,2021-11-15 13:29:26.185514
-6.06258,-0.35316,7.78914,2021-11-15 13:29:26.387569
-6.03315,-0.30411,7.80876,2021-11-15 13:29:26.589622
-6.07239,-0.37278,7.7499,2021-11-15 13:29:26.791679
-6.05277,-0.35316,7.80876,2021-11-15 13:29:26.993726
-6.07239,-0.35316,7.76952,2021-11-15 13:29:27.195793
-6.06258,-0.35316,7.79895,2021-11-15 13:29:27.397843
-6.11163,-0.36297,7.73028,2021-11-15 13:29:27.599958
-6.0822,-0.37278,7.75971,2021-11-15 13:29:27.802061
-6.11163,-0.37278,7.73028,2021-11-15 13:29:28.004115
-6.09201,-0.37278,7.72047,2021-11-15 13:29:28.206172
-6.09201,-0.36297,7.75971,2021-11-15 13:29:28.408254
-6.12144,-0.38259,7.74009,2021-11-15 13:29:28.610285
-6.10182,-0.36297,7.74009,2021-11-15 13:29:28.812376
-6.12144,-0.36297,7.71066,2021-11-15 13:29:29.014445
-6.09201,-0.36297,7.73028,2021-11-15 13:29:29.216511
-6.14106,-0.38259,7.74009,2021-11-15 13:29:29.418563
-6.14106,-0.35316,7.74009,2021-11-15 13:29:29.620622
-6.09201,-0.36297,7.77933,2021-11-15 13:29:29.822722
-6.09201,-0.35316,7.7499,2021-11-15 13:29:30.024787
-6.15087,-0.3924,7.72047,2021-11-15 13:29:30.226852
-6.13125,-0.35316,7.73028,2021-11-15 13:29:30.428958
-6.14106,-0.35316,7.77933,2021-11-15 13:29:30.631052
-6.10182,-0.34335,7.73028,2021-11-15 13:29:30.833134
-6.01353,-0.23544,7.83819,2021-11-15 13:29:31.035184
-6.11163,-0.38259,7.71066,2021-11-15 13:29:31.237240
-6.09201,-0.31392,7.76952,2021-11-15 13:29:31.439297
-6.12144,-0.34335,7.73028,2021-11-15 13:29:31.641381
-6.09201,-0.35316,7.74009,2021-11-15 13:29:31.843444
-6.05277,-0.51993,7.80876,2021-11-15 13:29:32.045520
-6.09201,-0.37278,7.73028,2021-11-15 13:29:32.247578
-6.10182,-0.38259,7.75971,2021-11-15 13:29:32.449645
-6.13125,-0.35316,7.70085,2021-11-15 13:29:32.651744
-6.05277,-0.38259,7.7499,2021-11-15 13:29:32.853804
-6.11163,-0.35316,7.73028,2021-11-15 13:29:33.055851
-6.17049,-0.27468,7.70085,2021-11-15 13:29:33.257910
-6.13125,-0.35316,7.71066,2021-11-15 13:29:33.459973
-6.46479,-0.3924,7.4556,2021-11-15 13:29:33.662035
-5.08158,-0.32373,8.41698,2021-11-15 13:29:33.864157
-3.4335,-0.22563,9.27045,2021-11-15 13:29:34.066304
0.05886,-0.36297,9.94734,2021-11-15 13:29:34.268396
0.17658,-0.26487,9.73152,2021-11-15 13:29:34.470508
0.05886,-0.32373,9.85905,2021-11-15 13:29:34.672568
0.06867,-0.2943,9.86886,2021-11-15 13:29:34.874617
0.04905,-0.28449,9.85905,2021-11-15 13:29:35.076656
0.05886,-0.41202,9.88848,2021-11-15 13:29:35.278940
0.06867,-0.2943,9.82962,2021-11-15 13:29:35.481091
0.06867,-0.31392,9.83943,2021-11-15 13:29:35.683192
0.04905,-0.31392,9.86886,2021-11-15 13:29:35.885312
0.05886,-0.2943,9.84924,2021-11-15 13:29:36.087435
